Score,SuperPath Name,# SuperPath Total Genes,# SuperPath Matched Genes,Matched Genes (Symbols),Evidence URL
37.42,Prolactin Signaling,432,100,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, STAT3, EIF4EBP1, MAP3K2, CCND1, CCND2, CEBPB, VEGFA, MDM2, MDM4, SP1, MYC, MAPK1, MAPK13, SOCS1, SOCS5, PPP3R1, IRAK2, IRAK4, TP53, NR3C1, RND2, ABL1, MAPK6, MAPK7, TLR7, NRAS, CD180, CTNNB1, RPS6KA1, RPS6KA2, RPS6KA4, RPS6KA5, APH1A, ITPR1, ITPR2, TCF3, JAK3, HMGB1, ERBB2, SHC1, E2F2, E2F3, E2F4, BCL2L1, BCL2L11, RRAS, RRAS2, IKBKG, PLCD3, PLCE1, H3-4, PLEKHA1, H3C10, AKT1, CREB1, PRKACB, AKT3, SRF, H3C2, PRKCB, PRKCH, PRKD3, PDGFRA, ADAM17, TRAF6, RHOA, RHOB, RHOC, RHOG, PAK2, PAK6, RHOH, IL2RA, PDPK1, VAV3, CYCS, CRK, IFNGR1, NF2, NFAT5, TGFA, IGF1R, FZD6, FZD9, PARP1, PARP15, PARP16, EGF, CRKL, CDK2, CDK4, CDK6, CDKN1A, CDKN1B, ELK1, PAK4",https://pathcards.genecards.org/card/prolactin_signaling
36.71,Apoptotic Pathways in Synovial Fibroblasts,731,145,"EIF2S1, MAP2K1, MAP2K3, PPP1R11, EIF2S3, MAP2K4, MAP2K6, CARM1, EIF3H, NCKAP1, HDGF, PPP1R15A, EIF4A2, PTPA, MAP3K2, GTF2H3, GTF2H5, PFN1, NCOA3, CACNG8, TNKS2, VEGFB, MDK, MDM2, MYC, RAP1B, MAPK1, KITLG, PPP1R9B, MAPK13, HSP90AA1, F2R, FGF19, ELK4, FGF5, FGF7, PPP2R5C, PPP2R5D, TAF12, WNK1, GDF15, TAF2, LEFTY1, TP53, RND2, AGO1, AGO2, TAF6, ABI2, ABL1, MAPK6, MAPK7, GNA13, GNAI2, TAF7, ITGA2, ITGA3, LTBP2, NRAS, GNB5, ITGB1, CHEK1, CHEK2, APAF1, BBC3, GFER, XIAP, RPS6KA1, RPS6KA2, RPS6KA4, RPS6KA5, PLA2G12A, ITPR1, ITPR2, PLA2G5, ERBB2, YWHAB, YWHAE, FOSL1, BCL2L1, BCL2L11, RRAS, RRAS2, YWHAZ, IKBKG, PLCE1, H3-4, CD44, TNFRSF10B, H3C10, ACTG1, AKT1, CREB1, PRKACB, ACTR2, AKT3, H3C2, PRKCB, PRKCH, PRKD3, TERF2, PLPP3, TERT, PDGFRA, TRADD, PPARA, RHOA, RHOB, RHOC, RHOG, PAK2, PAK6, RHOH, IL2RA, PDPK1, CYCS, PMAIP1, CACNA1H, ALOX15, CACNA2D2, CACNB1, LIMK1, TGFA, TGFB1, TGFB2, IGF1R, PARD3, IL6ST, PARP1, BMP2, PARP15, PARP16, EGF, RAC3, VDAC2, DFFA, ARHGDIA, ARHGEF12, CRKL, EIF1AX, EIF2B2, ELK1, PAK4, MEF2D, ITGB8",https://pathcards.genecards.org/card/apoptotic_pathways_in_synovial_fibroblasts
35.72,ERK Signaling,1185,208,"CAPN1, MAP2K1, MAP2K3, PPP1R11, CAPN5, CAPN6, PTK7, MAP2K4, MAP2K6, STAT3, HDGF, PPP1R15A, PTPA, MAP3K2, CCL5, WEE1, CACNG8, CCND1, CCND2, CEBPB, NPTN, VEGFA, VEGFB, MDK, MDM2, MYC, RAP1B, RAP2A, RAP2C, MAPK1, KITLG, PPP1R9B, MAPK13, STMN1, GCFC2, FGF19, ELK4, COL12A1, COL1A1, FGF5, FGF7, COL3A1, PPP2R5C, PPP2R5D, COL5A1, VHL, WNK1, TLN1, GDF15, IRAK2, IRAK4, LEFTY1, TP53, RND2, TMSB4X, ABL1, MAPK6, MAPK7, GNA13, GNAI2, ITGA2, HIF1A, ITGA3, LTBP2, MAPKAPK2, NRAS, HSPG2, GNB1L, GNB5, ITGB1, SOX12, CHEK1, CHEK2, APAF1, BBC3, GFER, CTNNB1, RPS6KA1, RPS6KA2, SOX4, MYH9, RPS6KA4, RPS6KA5, EPHA2, EPHA4, PXN, APH1A, UBTF, SMAD3, CD28, TCF3, SMAD5, RBPJ, BCAR1, JAK3, ERBB2, MSN, FOSL1, FOSL2, E2F2, E2F3, E2F4, CXCL10, CXCL11, BCL2L1, BCL2L11, RRAS, RRAS2, DDR1, PLCD3, PLCE1, DDR2, MYO10, JUND, H3-4, MYO1D, MYO1F, MYO5A, TEAD4, TNFRSF10B, H3C10, ACTG1, AKT1, CREB1, ACTN4, PRKAA2, PRKAB1, PRKACB, TNFRSF13C, ACTR2, AKT3, SRF, H3C2, ACVR2B, PRKCB, PRKCH, PRKD3, PLPP3, PDGFRA, TRADD, ADAM17, NOTCH2, NOTCH3, TRAF6, CDC25A, RHOA, RHOB, RHOC, RHOG, PAK2, PAK6, RHOH, TNFRSF21, IL2RA, PDPK1, CYCS, PMAIP1, CRK, TFAM, CACNA1H, CACNA2D2, CACNB1, CLIP1, NFE2L1, LIMK1, TGFA, ESR1, ESR2, TGFB1, TGFB2, IGF1R, SEPTIN2, TGFBR2, PARD3, FZD6, WASF3, FZD9, IL7R, BMP2, EGF, BMP8B, BMPR1A, RAC3, ADCY9, ARHGDIA, MKNK2, NLK, ARHGEF12, CDH5, CDH6, TUBB2A, TUBD1, CDK2, AURKA, LAMA2, LAMA4, LAMA5, LAMC1, CDK4, CCL16, CDK6, CDKN1A, CDKN1B, ELK1, PAK4, MEF2D, PRKAB2, ITGB8",https://pathcards.genecards.org/card/erk_signaling
35.17,Signaling By Rho GTPases,722,142,"NHS, NCKAP1, EMC3, DLC1, TAX1BP3, TXNL1, PFN1, STK10, DIAPH1, LRRC1, NUP98, RANGAP1, RAP1GDS1, MAPK1, SPC25, HSP90AA1, ARPC3, CENPK, CENPM, CENPN, CENPQ, SLC1A5, DSN1, PPP2R5C, PPP2R5D, VHL, KLK2, WIPF2, TMOD3, SFN, CCP110, BUB3, CAV1, CAVIN1, RND2, ABI2, ABL1, GNA13, RBBP6, CEP97, SOWAHC, ITGB1, FAM135A, CTNNB1, MYH9, MYL12A, DVL3, PICALM, EPHA2, FMNL2, FMNL3, FNBP1L, NSFL1C, NSL1, DYNLL2, CUL3, YKT6, H2AC18, H2AC19, H2AC20, BCAP31, H2AC7, H2AC8, MFN1, MSI2, AKAP12, SH3PXD2A, YWHAB, YWHAE, H2BC11, H2BC12, H2BC15, H2BC21, RCC2, RRAS2, YWHAZ, H2BC26, H2BC3, H2BC5, CPSF7, TNFAIP1, DDX39B, TAOK1, TRIP10, H3C10, PLEKHG2, PLEKHG3, TRA2B, PLEKHG4B, ACTC1, ACTG1, VAMP3, ACTR2, SRF, SRGAP1, H3C14, H3C15, H3C2, PRKCB, SHMT2, RTKN, CLASP1, RHOA, RHOB, RHOBTB3, RHOC, RHOF, RHOG, PAK2, PAK6, RHOH, CYBB, CDC37, PDPK1, VAV3, HNRNPC, TPM3, NF2, TPM4, BIRC5, CLIP1, LIMK1, ESYT1, WASF2, WASF3, PARD6B, SNAP23, ARHGAP42, RAC3, ARHGDIA, ARHGEF12, TUBB2A, ARHGEF39, KIF2C, ZWINT, KIF5B, ANKFY1, MTMR1, ARL13B, CDKN1B, PAK4, CSK",https://pathcards.genecards.org/card/signaling_by_rho_gtpases
33.83,"Cell Cycle, Mitotic",691,136,"FBXL7, MDC1, HAUS3, RAN, BRCC3, NUP35, NUP42, NUP62, HAUS5, WEE1, HAUS8, CCNB1, POLR2E, CCND1, CCND2, NUP98, MDM2, MDM4, CSNK1E, RANGAP1, MYC, BRIP1, MAPK1, SET, SPC25, CSNK2A1, ZNF385A, RMI1, HSP90AA1, CENPK, ARPP19, CENPM, CENPN, CENPQ, DSN1, FBXW11, PPP2R5C, PPP2R5D, SFN, CCP110, BUB3, UBE2D1, LEMD2, TP53, RNF103-CHMP3, GMNN, ABL1, CEP43, CEP72, UBE2V2, RBBP4, PPP6R3, CTDNEP1, WRN, CHEK1, CHEK2, GOLGA2, CHMP3, NSD2, SUMO1, NSL1, DYNLL2, H2AC18, H2AC19, H2AC20, H2AC7, H2AC8, HUS1, YWHAB, YWHAE, H2BC11, H2BC12, E2F2, E2F3, E2F4, H2BC15, H2BC21, RCC2, GINS3, GINS4, YWHAZ, H2BC26, H2BC3, H2BC5, MASTL, E2F6, RFC2, SMARCA5, H3-4, MAU2, RRM2, TAOK1, PRIM1, H3C10, AKT1, AKT3, H3C14, H3C15, H3C2, PRKCB, RAB1A, TERF2, TERT, SEM1, OPTN, ORC4, CDC25A, CKS1B, CLASP1, CABLES1, PSMD11, BIRC5, CLIP1, ESPL1, LIN52, LIN54, FZR1, LIN9, MCM7, RPA1, RAD50, MCM8, TUBB2A, KIF23, KIF2C, ZWINT, CDK2, AURKA, CDK4, FBXL18, CDK6, CDKN1A, CDKN1B, NCAPH, RAB1B, NEK7",https://pathcards.genecards.org/card/cell_cycle_mitotic
32.15,MAPK Family Signaling Cascades,588,119,"MAP2K1, STAT3, BRAP, NCOA3, CCNB1, POLR2E, CEBPB, TNKS2, PTPN3, MDM2, CSNK1A1, MYC, RAP1B, MAPK1, KITLG, MECP2, PTPN6, HSP90AA1, FGF19, DLL4, FGF5, FGF7, STRN, PPP2R5C, PPP2R5D, DAB2IP, RASGEF1A, HEYL, TLN1, LRRFIP1, TP53, IRF4, BAG4, AGO1, AGO2, AGO3, ABHD17B, TBL1XR1, MAPK6, CEP43, CTBP2, DUSP10, HIP1, MAPKAPK5, DUSP2, NRAS, AGTRAP, DUSP4, HDAC5, KREMEN1, DUSP9, CTNNB1, MYH9, GFRA1, APH1A, SPRED1, SMAD3, GOLGA7, TNRC6A, TNRC6B, CD28, CUL3, QKI, RBPJ, JAK3, ATIC, ERBB2, MSN, YWHAB, SHC1, ZFYVE9, BCL2L1, BCL2L11, RCE1, CPSF6, MYO18A, ICMT, ACTG1, AKT1, AKT1S1, CREB1, SEC31A, PRKACB, AKT3, PDGFRA, PIM1, SEM1, SHOC2, ADAM17, CDC14B, PRKG2, RHOG, PAK2, CDC37, IL2RA, PDPK1, TPM3, PEA15, RICTOR, PSMD11, TPM4, TGFA, ESR1, ESR2, TGFB1, IGF2BP1, TGFBR2, FZD6, MCL1, IL6ST, EGF, SND1, KSR2, ZC3HAV1, AMER1, KIF5B, CDKN1A, CDKN1B, CSK",https://pathcards.genecards.org/card/mapk_family_signaling_cascades
31.59,Innate Immune System,2054,316,"CANX, EIF2S1, CAPN1, A1BG, MAP2K1, MAP2K3, GAN, EIF2S3, CAPZA1, CAPZA2, MUC4, FBXL20, MAP2K4, MAP2K6, FBXL5, FBXL7, NCKAP1, RLIM, FBXO17, TNFSF15, TNIP2, TXK, TXLNA, STAT3, SAMHD1, EIF4A2, PTPN1, TXNIP, CCL5, NUP35, NUP42, NUP62, TAB3, PTPN14, B2M, FBXO41, NKIRAS1, TMEM63A, NKIRAS2, STK10, DIAPH1, POLR2E, CCND1, VEGFA, PTPN4, NUP98, PCBP2, SAR1B, MYC, RAP1B, POLR3A, RAP2C, MAPK1, PTPN6, PTPN9, MAPK13, HSP90AA1, FBXO44, HSP90B1, ARPC3, POLR3F, USP14, KLHL11, HSPA1B, B4GALT1, KLHL21, SOCS1, HSPA6, HSPA8, COL1A1, FAAP24, COL3A1, DSN1, FBXW11, PPP2R5C, PPP2R5D, UBA6, KLHL42, SOCS5, VHL, SOD2, PPP3R1, WIPF2, OTUD5, FCER1G, ELOC, IRAK2, UBE2B, IRAK4, UBE2D1, IRF2, UBE2D2, FCGR2A, UBE2F, UBE2G1, UBE2H, LRRFIP1, UBE2Q1, TP53, IRF4, LRSAM1, ASB11, ABI2, ASB16, ABL1, RNF115, RNF126, NLRC5, MAPK7, UBE2V1, UBE2V2, RBBP6, AP2B1, AP2M1, HIF1A, KPNA1, KPNA2, UBE3C, RBCK1, MAPKAPK2, PVR, TLR7, NRAS, WSB1, DUSP4, ITGB1, PKM, COTL1, UBOX5, STX4, CD180, APAF1, CD209, CTNNB1, RPS6KA1, RPS6KA2, RNF144B, MYH9, TRIB3, GNS, GZMM, RPS6KA5, SLC2A5, XRCC5, XRCC6, PYCARD, DCTN5, DCTN6, P4HB, RNF19B, ITPR1, ITPR2, SMAD3, GOLGA7, HLA-A, HLA-B, PDCD1, HLA-DOA, CD28, SDC1, TRIM31, TRIM37, SUMO1, DYNLL2, HLA-DRB5, HLA-E, CUL3, RNF34, BCAP31, TRIM56, ATG12, EPX, JAK3, MYLIP, HMGB1, QSOX1, SH3KBP1, MSN, TRIM63, YWHAB, SHC1, ICAM1, RNF41, CXCL10, RNF6, BCL2L1, BCL2L11, YWHAZ, SPSB1, TRIM71, PDE12, IKBKG, MYO10, MYO5A, CD44, CD47, FRK, CD55, H3C10, LILRA5, CRCP, ACTG1, TSPAN14, ASB6, MICA, POU2F1, AKT1, CREB1, PADI2, HMOX1, C5AR2, DNM2, SEC31A, PRKACB, IFI6, TNFRSF13C, VAMP3, ACTR2, AKT3, MID1, SEC61A1, H3C14, H3C15, H3C2, PRKCB, CD59, KBTBD6, ORAI2, PIM1, SEM1, ALDOA, PAFAH1B2, PAG1, ADAM17, NOS1, FTH1, TRAF6, TOLLIP, N4BP1, AREL1, RHOA, RHOF, CAB39, RHOG, PAK2, IFNAR2, CYBB, IL2RA, PDPK1, VAV3, FANCA, CRISPLD2, CRK, PDXK, IFNGR1, PANX1, SIGLEC10, ZNRF2, IFNLR1, ALOX15, CLEC2D, RICTOR, PSMD11, ATP6V0A2, NF2, ATP6V0B, SIGLEC9, BIRC5, LIMK1, TGFB1, DEGS1, ATP6V1C1, FANCM, CYLD, WASF2, WASF3, FZR1, PEDS1-UBE2V1, TTR, MCL1, SNAP23, SNAP25, IL6ST, ATP6V1G3, IL7R, ADAR, S100A11, SIRPA, GRB10, SNAP29, THEM4, RORA, DGAT1, CLU, CALR, RAET1E, SYNGR1, TUBB2A, KIF23, CRKL, KIF2C, KIF3A, LAMA5, KIF5B, C7, CAND1, SAA1, ARIH1, ARIH2, FBXL18, CDKN1A, CDKN1B, VASP, ELK1, RAB5B, CSK",https://pathcards.genecards.org/card/innate_immune_system
31.11,GPCR Pathway,712,136,"MAP2K1, MAP2K3, PPP1R11, PTK7, MAP2K4, MAP2K6, STAT3, HDGF, PPP1R15A, PTPA, MAP3K2, GTF2H3, GTF2H5, NCOA3, CCNB1, CCND1, CCND2, VEGFA, VEGFB, MDK, MDM2, CSNK1A1, SP1, CSNK1E, MYC, RAP1B, MAPK1, KITLG, PPP1R9B, MAPK13, STMN1, HSP90AA1, FGF19, FGF5, FGF7, PPP2R5C, TAF12, PPP3R1, CCNT1, TLN1, PHB2, FCER1G, GDF15, TAF2, FCGR2A, LEFTY1, TP53, RND2, TAF6, MAPK6, MAPK7, GNA13, GNAI2, TAF7, ITGA2, ITGA3, KPNA1, KPNA2, LTBP2, NRAS, GNB5, ITGB1, HDAC5, GFER, EPHA2, EPHA4, PXN, ITPR1, ITPR2, SMAD3, HLA-DOA, CD28, HLA-DRB5, UHMK1, BCAR1, JAK3, ERBB2, E2F2, E2F3, E2F4, BCL2L1, RRAS, RRAS2, DDR1, IKBKG, PLCD3, PLCE1, DDR2, DDX17, ACTG1, AKT1, CREB1, PRKACB, AKT3, SRF, PRKCB, PRKCH, PRKD3, PLPP3, PDGFRA, RHOA, RHOB, RHOC, RHOG, PAK2, PAK6, RHOH, IL2RA, CRK, NFAT5, BIRC5, LIMK1, TGFA, ESR1, ESR2, TGFB1, TGFB2, IGF1R, TGFBR2, BMP2, GRB10, EGF, RAC3, ADCY9, ARHGEF12, TUBB2A, CDK2, CAMK4, CDK4, MMP11, CDKN1A, CDKN1B, ELK1, PAK4, CSK, ITGB8",https://pathcards.genecards.org/card/gpcr_pathway
30.28,Toll-like Receptor Signaling Pathway,285,70,"EIF2S1, MAP2K1, MAP2K3, MAP2K4, MAP2K6, EIF3H, STAT3, CCL5, TAB3, CCND1, CCND2, MYC, MAPK1, PTPN6, CSNK2A1, MAPK13, HSPA1B, SOCS1, HSPA6, HSPA8, OTUD5, IRAK2, IRAK4, TP53, RBCK1, TLR7, NRAS, HSPG2, CD180, APAF1, CD209, TMED7, BBC3, SMAD3, DDB1, CD28, JAK3, MSN, YWHAB, RNF41, CXCL10, CXCL11, BCL2L1, YWHAZ, IKBKG, AKT1, CREB1, CREB3L2, AKT3, PRKCB, CREB5, TRADD, TRAF6, TRAFD1, TOLLIP, IFNAR2, IL2RA, CYCS, BIRC5, TGFB1, TGFB2, TGFBR2, CYLD, ADAR, CDK2, CDK4, CDK6, CDKN1A, CDKN1B, ELK1",https://pathcards.genecards.org/card/toll-like_receptor_signaling_pathway
29.83,Sertoli-Sertoli Cell Junction Dynamics,393,87,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, PTPA, MAP3K2, MAPK1, MAPK13, PPP2R5C, TJP3, CSTF2, RND2, MAPK6, ITGA2, OCLN, ITGA3, EPB41, NRAS, ITGB1, STX1B, STX4, NECTIN3, CTNNB1, MYH9, PXN, MARK2, EPN1, BCAR1, FOSL1, FOSL2, RRAS, RRAS2, RAB11B, MYO10, JUND, MYO1D, MYO1F, MYO5A, ACTG1, AKT1, ACTN4, PRKACB, VAMP3, ACTR2, AKT3, RAB1A, RAB22A, RAB25, RAB2B, PLPP3, NOS1, PRKG2, PLS1, RHOA, RHOB, RHOC, RHOG, RAB4A, PAK2, PAK6, RHOH, LLGL1, CLDN12, CLDN16, PDPK1, PALS1, MAGI3, LIMK1, TGFB1, TGFB2, TGFBR2, PARD3, RAB8B, SNAP23, SNAP25, RAC3, TUBB2A, TUBD1, CDK4, VASP, RAB17, RAB15, RAB5B, PAK4, RAB1B, ITGB8, RAB32",https://pathcards.genecards.org/card/sertoli-sertoli_cell_junction_dynamics
29.70,Regulation of TP53 Activity,362,82,"LRPPRC, MAP2K6, CARM1, CNOT6L, MDC1, GTF2H3, GTF2H5, CCNB1, POLR2E, MDM2, MDM4, BRIP1, BRPF1, SESN1, SESN2, CSNK2A1, ZNF385A, RMI1, SETD9, BTG2, PPP2R5C, TAF12, SFN, CCNT1, TAF2, ELOC, TP53, AGO1, AGO2, AGO3, TAF6, TAF7, RBBP4, TP53INP1, MAPKAPK5, SGK1, WRN, CHEK1, CHEK2, APAF1, BBC3, COX19, TNRC6A, TNRC6B, COX6B1, COX8A, RNF34, PRDX1, PRDX5, HUS1, YWHAB, YWHAE, PRELID1, DDIT4, E2F4, RRAGC, YWHAZ, NOC2L, RFC2, TNFRSF10B, AKT1, PRKAA2, PRKAB1, AKT3, PDPK1, CYCS, PMAIP1, RICTOR, SSRP1, BIRC5, SMYD2, G6PD, RPA1, RAD50, CDK2, ING5, AURKA, DYRK2, CDKN1A, CDKN1B, COX6C, PRKAB2",https://pathcards.genecards.org/card/regulation_of_tp53_activity
29.05,Chromatin Regulation / Acetylation,255,64,"CARM1, DR1, WDR77, TIAL1, NCOA3, SP1, POLR3A, MECP2, SETD1B, SETD7, SETDB1, HCFC1, HEXIM1, CCNT1, NR3C1, KMT2A, TBL1XR1, PHF19, CBX1, CBX3, CBX5, CBX8, RBBP4, CTBP2, WTAP, HDAC5, H1-4, METTL14, H2AC1, TRIM37, H2AC13, MSL2, YTHDC1, HMGA1, HMGB1, HMGB2, RNF40, H2BC3, SUV39H1, SUZ12, RCOR1, SMARCA5, HMGN2, KAT7, HNRNPA0, KDM5A, KDM5C, NAA10, DOT1L, SS18, HNRNPC, TFAM, FUS, SSRP1, SSU72, SMYD2, RYBP, BMI1, CLOCK, HOXD9, MLLT1, ING1, ARID2, MTA1",https://pathcards.genecards.org/card/chromatin_regulation__acetylation
28.17,Cytoskeletal Signaling,308,72,"RAN, PFN1, DIAPH1, NUP98, RAP1B, STK4, STMN1, F2RL1, TJP3, TLN1, CAV1, CAVIN1, AP2M1, KPNA2, PVR, ITGB1, STX6, KRT10, MYH9, GOLGA2, PXN, MARK2, DCX, ZFYVE26, SH3KBP1, MSN, RCC2, RRAS, RAB11B, RAB11FIP1, ATP1A1, ACTC1, ACTG1, DNM2, ACTN4, SEC31A, APPL1, ACTR2, SRF, RAB1A, RAB25, ARC, RHOA, RHOB, RHOC, RAB4A, PAK2, PAK6, LLGL1, CDC37, PALLD, PDPN, VAV3, LIMA1, SSH3, NF2, CLIP1, LIMK1, IGF2BP1, LMNB2, WASF2, WASF3, ARHGAP42, RAC3, VDAC2, ARHGDIA, LIMD1, KIF3A, LPXN, DPYSL2, VASP, PAK4",https://pathcards.genecards.org/card/cytoskeletal_signaling
26.65,Integrin-mediated Cell Adhesion,140,42,"CAPN1, MAP2K1, MAP2K3, CAPN5, CAPN6, MAP2K4, MAP2K6, STAT3, MAP3K2, RAP1B, MAPK1, TLN1, CAV1, MAPK6, MAPK7, ITGA2, ITGA3, NRAS, ITGB1, PXN, BCAR1, SHC1, RRAS, RRAS2, MYPN, AKT1, AKT3, PRKCB, PAK2, PAK6, PDPK1, VAV3, CRK, RAC3, CRKL, CDK6, CDKN1B, VASP, ELK1, PAK4, CSK, ITGB8",https://pathcards.genecards.org/card/integrin-mediated_cell_adhesion
26.57,ESR-mediated Signaling,298,69,"ARL4C, CARM1, NCOA3, POLR2E, CCND1, SP1, MYC, ABCG8, MAPK1, HSP90AA1, ZDHHC21, STRN, NR1H2, CCNT1, CAV1, AGO1, AGO2, AGO3, TBL1XR1, GNAI2, KPNA2, SCD, NRAS, GNB5, FKBP5, TNRC6A, TNRC6B, H2AC18, H2AC19, H2AC20, UHMK1, H2AC7, H2AC8, MYLIP, H2BC11, H2BC12, SHC1, H2BC15, H2BC21, YY1, H2BC26, H2BC3, H2BC5, CPT1A, JUND, H3C10, POU2F1, AKT1, CREB1, RDH11, RDH13, SREBF1, AKT3, SRF, H3C14, H3C15, H3C2, PDHB, PDPK1, RUNX1, TGFA, ESR1, ESR2, IGF1R, EGF, ANGPTL3, S1PR3, CDKN1B, ELK1",https://pathcards.genecards.org/card/esr-mediated_signaling
26.45,SARS-CoV-2 Infection,414,87,"CANX, RPS2, LARP1, RPS24, NUP35, NUP42, NUP62, TAB3, B2M, HAVCR1, VEGFA, NUP98, PCBP2, SAR1B, CSNK1A1, SP1, PTPN6, HSP90AA1, ANO4, ZDHHC5, VHL, DAD1, SFN, CAV1, IRAK2, NR3C1, RNF103-CHMP3, UBE2V1, RBBP4, AP2B1, AP2M1, KPNA2, GEMIN4, TLR7, HSPG2, GEMIN8, ITGB1, PYCARD, SMAD3, GOLGA7, HLA-A, HLA-B, PDCD1, RPS7, SDC1, SDC2, RPS8, CHMP3, SUMO1, HLA-E, CUL3, REST, JAK3, SH3KBP1, YWHAB, YWHAE, BCL2L1, YWHAZ, IKBKG, GPC4, RCOR1, MGAT4A, MGAT5, ATP1A1, ATP1B3, GPC5, AKT1, AKT3, TRAF6, IFNAR2, PDPK1, PALS1, IFNGR1, RUNX1, FURIN, RPS11, RPS15A, PEDS1-UBE2V1, G3BP1, G3BP2, PARP16, CNBP, SNRPD1, ARID4B, SNRPD3, GALNT1, MTA1",https://pathcards.genecards.org/card/sars-cov-2_infection
26.43,Validated Targets of C-MYC Transcriptional Activation,80,30,"EIF2S1, PTMA, PFKM, CCNB1, CCND2, MYC, HSP90AA1, HSPA4, LDHA, TAF12, TP53, COMMD3-BMI1, SLC2A1, UBTF, SMAD3, HMGA1, FOSL1, E2F3, SHMT1, TERT, PIM1, CDC25A, PMAIP1, CDCA7, BIRC5, MTDH, PEG10, BMI1, CDK4, MTA1",https://pathcards.genecards.org/card/validated_targets_of_c-myc_transcriptional_activation
26.02,Chromatin Organization,270,64,"RPS2, CARM1, DR1, ELP6, WDR77, CCND1, BRPF1, SETD7, SETDB1, TADA2A, TADA2B, HCFC1, TAF12, USP22, KMT2A, ELP2, KMT2D, TBL1XR1, KMT5B, RBBP4, H2AC1, H2AC11, H2AC12, OGT, NSD2, H2AC13, H2AC18, H2AC19, H2AC20, JADE3, REST, H2AC7, H2AC8, MSL2, H2BC11, H2BC12, MORF4L2, H2BC15, H2BC21, H2BC26, H2BC3, H2BC5, SUV39H1, SUZ12, RCOR1, H3C10, SMARCD1, SMARCE1, PADI2, KAT7, H3C14, H3C15, H3C2, KDM5A, KDM5C, DOT1L, SMYD2, CLOCK, ING4, ING5, CDK4, ARID2, ARID4B, MTA1",https://pathcards.genecards.org/card/chromatin_organization
25.42,Endometrial Cancer,201,52,"MAP2K1, STAT3, CCND1, VEGFA, MDM2, CSNK1A1, MYC, STK4, MAPK1, TP53, NRAS, ITGB1, DCC, BBC3, CTNNB1, PXN, SMAD3, MSH3, BCAR1, JAK3, ERBB2, SHC1, E2F2, E2F3, BCL2L1, BCL2L11, IKBKG, AKT1, CREB1, APPL1, AKT3, PRKCB, RHOA, PAK2, PDPK1, CYCS, PMAIP1, MAGI3, BIRC5, TGFA, TGFB1, TGFB2, IGF1R, TGFBR2, EGF, RAC3, CDK4, RIPK4, CDK6, CDKN1A, ELK1, PAK4",https://pathcards.genecards.org/card/endometrial_cancer
24.97,NFAT and Cardiac Hypertrophy,326,72,"MAP2K1, MAP2K3, MAP2K4, MAP2K6, HAND2, STAT3, ADRA2B, ADRB1, MAP3K2, CACNG8, CSNK1A1, MAPK1, MAPK13, PPP3R1, RND2, MAPK6, MAPK7, GNA13, GNAI2, ITGA2, ITGA3, MAPKAPK2, NRAS, GNB5, ITGB1, HDAC5, RPS6KA1, ITPR1, ITPR2, JAK3, ERBB2, YWHAB, YWHAE, RRAS, RRAS2, YWHAZ, IKBKG, PLCD3, PLCE1, ACTG1, AKT1, CREB1, PRKACB, AKT3, SRF, PRKCB, PRKCH, PRKD3, PDGFRA, EDN1, RHOA, RHOB, RHOC, RHOG, RHOH, PDPK1, CRK, CACNA1H, CACNA2D2, CACNB1, NFAT5, TGFB1, TGFB2, IGF1R, TGFBR2, IL6ST, RAC3, CAMK4, EIF2B2, ELK1, MEF2D, ITGB8",https://pathcards.genecards.org/card/nfat_and_cardiac_hypertrophy
24.79,P70S6K Signaling,392,82,"MAP2K1, MAP2K3, PPP1R11, MAP2K4, MAP2K6, EIF3H, STAT3, HDGF, PPP1R15A, EIF4A2, PTPA, EIF4EBP1, MAP3K2, VEGFB, MDK, MAPK1, KITLG, PPP1R9B, MAPK13, F2R, F2RL1, FGF19, FGF5, FGF7, PPP2R5C, PPP2R5D, GDF15, LEFTY1, RND2, MAPK6, MAPK7, GNA13, GNAI2, HIF1A, LTBP2, NRAS, GNB5, GFER, RPS6KA1, RPS6KA2, RPS6KA4, EPHA2, EPHA4, ITPR1, ITPR2, BCAP31, YWHAB, YWHAE, DDIT4, RRAS, RRAS2, YWHAZ, DDR1, IKBKG, DDR2, AKT1, PRKAA2, PRKACB, PRKCB, PRKCH, PRKD3, PLPP3, PDGFRA, RHOA, RHOB, RHOC, RHOG, PAK2, PAK6, RHOH, IL2RA, PDPK1, RICTOR, TGFA, TGFB1, TGFB2, IGF1R, BMP2, EGF, RAC3, ELK1, PAK4",https://pathcards.genecards.org/card/p70s6k_signaling
