"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Annotations derived over miRTarBase (Gene Ontology)","cholesterol homeostasis GO0042632","enriched","0.0034794","0.0034794","0.504321","15","hsa-miR-8073; hsa-miR-6131; hsa-miR-4734; hsa-miR-6746-5p; hsa-miR-4758-5p; hsa-miR-642b-3p; hsa-miR-6729-5p; hsa-miR-1343-3p; hsa-miR-1307-3p; hsa-miR-1238-5p; hsa-miR-197-5p; hsa-miR-92b-5p; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6756-5p"
"Annotations derived over miRTarBase (Gene Ontology)","interleukin-17A-mediated signaling pathway GO0038173","depleted","0.0040784","0.0040784","0.504321","6","hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6756-5p; hsa-miR-575; hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of T cell cytokine production GO0002726","depleted","0.0040784","0.0040784","0.504321","6","hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6805-5p; hsa-miR-6756-5p; hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of establishment of T cell polarity GO1903905","enriched","0.0050175","0.0050175","0.504321","6","hsa-miR-663a; hsa-miR-8073; hsa-miR-6802-5p; hsa-miR-6131; hsa-miR-1233-5p; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of oxidoreductase activity GO0051353","enriched","0.0050175","0.0050175","0.504321","6","hsa-miR-663a; hsa-miR-8073; hsa-miR-6802-5p; hsa-miR-6131; hsa-miR-1233-5p; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of cell motility GO2000145","enriched","0.0050175","0.0050175","0.504321","6","hsa-miR-663a; hsa-miR-8073; hsa-miR-6802-5p; hsa-miR-6131; hsa-miR-1233-5p; hsa-miR-6787-5p"
"Pathways (KEGG)","AMPK signaling pathway","depleted","0.0051454","0.0051454","0.55628","20","hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-1307-3p; hsa-miR-4706; hsa-miR-92b-5p; hsa-miR-5100; hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-8069; hsa-miR-6805-5p; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-3940-5p; hsa-miR-575; hsa-miR-6787-5p; hsa-miR-6765-5p; hsa-miR-6861-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","heterochromatin GO0000792","depleted","0.0052799","0.0052799","0.504321","9","hsa-miR-6746-5p; hsa-miR-1343-3p; hsa-miR-6805-5p; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-3940-5p; hsa-miR-575; hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","RNA metabolic process GO0016070","depleted","0.0057937","0.0057937","0.504321","4","hsa-miR-6756-5p; hsa-miR-3940-5p; hsa-miR-575; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of cell migration involved in sprouting angiogenesis GO0090050","depleted","0.0057937","0.0057937","0.504321","4","hsa-miR-6756-5p; hsa-miR-1203; hsa-miR-575; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","P-body GO0000932","depleted","0.005959","0.005959","0.504321","18","hsa-miR-6131; hsa-miR-1343-3p; hsa-miR-1307-3p; hsa-miR-92b-5p; hsa-miR-5100; hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-8069; hsa-miR-6805-5p; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-3940-5p; hsa-miR-575; hsa-miR-6765-5p; hsa-miR-6769a-5p; hsa-miR-4732-5p"
"Pathways (KEGG)","Insulin resistance","depleted","0.0060974","0.0060974","0.55628","19","hsa-miR-663a; hsa-miR-1343-3p; hsa-miR-1307-3p; hsa-miR-197-5p; hsa-miR-92b-5p; hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-4730; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-8069; hsa-miR-6805-5p; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-575; hsa-miR-6765-5p; hsa-miR-6861-5p; hsa-miR-6769a-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","3-5-RNA exonuclease activity GO0000175","enriched","0.0062106","0.0062106","0.504321","8","hsa-miR-8073; hsa-miR-6131; hsa-miR-6746-5p; hsa-miR-4758-5p; hsa-miR-1343-3p; hsa-miR-1307-3p; hsa-miR-1238-5p; hsa-miR-1247-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ankyrin binding GO0030506","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","cell projection organization GO0030030","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","convergent extension GO0060026","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","convergent extension involved in gastrulation GO0060027","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","determination of intestine leftright asymmetry GO0071908","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","determination of liver leftright asymmetry GO0071910","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","determination of pancreatic leftright asymmetry GO0035469","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","determination of stomach leftright asymmetry GO0071909","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","female pregnancy GO0007565","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","insulin secretion GO0030073","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","maintenance of animal organ identity GO0048496","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of secretion GO0051048","depleted","0.0066445","0.0066445","0.504321","2","hsa-miR-6765-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","nuclear protein quality control by the ubiquitin-proteasome system GO0071630","depleted","0.0066445","0.0066445","0.504321","2","hsa-miR-6765-5p; hsa-miR-6861-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of peptide hormone secretion GO0090277","depleted","0.0066445","0.0066445","0.504321","2","hsa-miR-6765-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of Wnt signaling pathway, planar cell polarity pathway GO2000095","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of planar cell polarity pathway involved in neural tube closure GO2000167","enriched","0.0066445","0.0066445","0.504321","2","hsa-miR-8073; hsa-miR-6131"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of vasoconstriction GO0019229","depleted","0.0066445","0.0066445","0.504321","2","hsa-miR-6765-5p; hsa-miR-6861-5p"
"Pathways (KEGG)","Riboflavin metabolism","enriched","0.0066445","0.0066445","0.55628","2","hsa-miR-8073; hsa-miR-6131"
"Target genes (miRTarBase)","KLHL15","depleted","0.0066445","0.0066445","0.466353","2","hsa-miR-6765-5p; hsa-miR-6861-5p"
"Target genes (miRTarBase)","NPHP3","enriched","0.0066445","0.0066445","0.466353","2","hsa-miR-8073; hsa-miR-6131"
"Target genes (miRTarBase)","PRR13","enriched","0.0066445","0.0066445","0.466353","2","hsa-miR-8073; hsa-miR-6131"
"Target genes (miRTarBase)","SBNO1","enriched","0.0066445","0.0066445","0.466353","2","hsa-miR-8073; hsa-miR-6131"
"GO Molecular function (miRPathDB)","RNA polymerase binding","depleted","0.0066445","0.0066445","0.224101","2","hsa-miR-6765-5p; hsa-miR-6769a-5p"
"GO Molecular function (miRPathDB)","ubiquitin conjugating enzyme binding","depleted","0.0066445","0.0066445","0.224101","2","hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","neuropilin binding GO0038191","enriched","0.0079325","0.0079325","0.504321","6","hsa-miR-663a; hsa-miR-8073; hsa-miR-6802-5p; hsa-miR-4734; hsa-miR-1233-5p; hsa-miR-6787-5p"
"Pathways (KEGG)","Cell adhesion molecules","depleted","0.0080059","0.0080059","0.55628","17","hsa-miR-8073; hsa-miR-1343-3p; hsa-miR-4706; hsa-miR-197-5p; hsa-miR-5100; hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-4730; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-1228-5p; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-575; hsa-miR-6784-5p; hsa-miR-6769a-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","exonucleolytic trimming to generate mature 3-end of 5.8S rRNA from tricistronic rRNA transcript SSU-rRNA, 5.8S rRNA, LSU-rRNA GO0000467","enriched","0.0083192","0.0083192","0.504321","5","hsa-miR-8073; hsa-miR-6746-5p; hsa-miR-4758-5p; hsa-miR-1307-3p; hsa-miR-1238-5p"
"Annotations derived over miRTarBase (Gene Ontology)","single-stranded DNA binding GO0003697","enriched","0.008327","0.008327","0.504321","15","hsa-miR-8073; hsa-miR-6131; hsa-miR-6746-5p; hsa-miR-4758-5p; hsa-miR-642b-3p; hsa-miR-6729-5p; hsa-miR-1343-3p; hsa-miR-1307-3p; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-5100; hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-1247-3p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","post-transcriptional regulation of gene expression GO0010608","enriched","0.0089706","0.0089706","0.504321","15","hsa-miR-4690-5p; hsa-miR-4758-5p; hsa-miR-4783-3p; hsa-miR-1343-3p; hsa-miR-1307-3p; hsa-miR-614; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-92b-5p; hsa-miR-5100; hsa-miR-4687-5p; hsa-miR-1260b; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6756-5p"
"Annotations derived over miRTarBase (Gene Ontology)","determination of leftright symmetry GO0007368","enriched","0.0090511","0.0090511","0.504321","4","hsa-miR-8073; hsa-miR-6802-5p; hsa-miR-6131; hsa-miR-8059"
"Target genes (miRTarBase)","TOMM40","enriched","0.0090511","0.0090511","0.466353","4","hsa-miR-663a; hsa-miR-8073; hsa-miR-6131; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","P-body assembly GO0033962","depleted","0.0097042","0.0097042","0.504321","6","hsa-miR-1233-5p; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6756-5p; hsa-miR-3940-5p; hsa-miR-6769a-5p"
"Diseases (MNDR)","Stroke lacunar","enriched","0.0097237","0.0097237","0.20444","3","hsa-miR-4734; hsa-miR-1469; hsa-miR-4758-5p"
"Annotations derived over miRTarBase (Gene Ontology)","calcium ion homeostasis GO0055074","depleted","0.0105617","0.0105617","0.504321","9","hsa-miR-6746-5p; hsa-miR-1233-5p; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-1228-5p; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-6784-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors GO1902042","depleted","0.0105617","0.0105617","0.504321","9","hsa-miR-197-5p; hsa-miR-1233-5p; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6756-5p; hsa-miR-3940-5p; hsa-miR-575; hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","NAD biosynthesis via nicotinamide riboside salvage pathway GO0034356","depleted","0.0110742","0.0110742","0.504321","2","hsa-miR-6784-5p; hsa-miR-6765-5p"
"Annotations derived over miRTarBase (Gene Ontology)","T cell selection GO0045058","depleted","0.0110742","0.0110742","0.504321","2","hsa-miR-6784-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","interleukin-16 binding GO0042011","depleted","0.0110742","0.0110742","0.504321","2","hsa-miR-6784-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","interleukin-16 receptor activity GO0042012","depleted","0.0110742","0.0110742","0.504321","2","hsa-miR-6784-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","maintenance of protein location in cell GO0032507","depleted","0.0110742","0.0110742","0.504321","2","hsa-miR-6784-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of monocyte differentiation GO0045657","depleted","0.0110742","0.0110742","0.504321","2","hsa-miR-6784-5p; hsa-miR-4732-5p"
"Target genes (miRTarBase)","2022-09-14 000000","depleted","0.0110742","0.0110742","0.466353","2","hsa-miR-6784-5p; hsa-miR-6765-5p"
"Target genes (miRTarBase)","CD4","depleted","0.0110742","0.0110742","0.466353","2","hsa-miR-6784-5p; hsa-miR-4732-5p"
"Target genes (miRTarBase)","PNMA8B","depleted","0.0110742","0.0110742","0.466353","2","hsa-miR-6784-5p; hsa-miR-6769a-5p"
"KEGG (miRPathDB)","Non-small cell lung cancer","enriched","0.0110742","0.0110742","0.0539535","2","hsa-miR-663a; hsa-miR-4734"
"WikiPathways (miRPathDB)","Non-small cell lung cancer","enriched","0.0110742","0.0110742","0.0671834","2","hsa-miR-663a; hsa-miR-4734"
"Annotations derived over miRTarBase (Gene Ontology)","gap junction assembly GO0016264","enriched","0.0119682","0.0119682","0.504321","4","hsa-miR-6746-5p; hsa-miR-4690-5p; hsa-miR-1343-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","ERAD pathway GO0036503","depleted","0.0121733","0.0121733","0.504321","5","hsa-miR-92a-2-5p; hsa-miR-6805-5p; hsa-miR-8059; hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","HULC complex GO0033503","depleted","0.0121733","0.0121733","0.504321","5","hsa-miR-92a-2-5p; hsa-miR-6805-5p; hsa-miR-6756-5p; hsa-miR-6769a-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","bHLH transcription factor binding GO0043425","depleted","0.0121733","0.0121733","0.504321","5","hsa-miR-92a-2-5p; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-6784-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","exosome RNase complex GO0000178","enriched","0.0121733","0.0121733","0.504321","5","hsa-miR-6746-5p; hsa-miR-4758-5p; hsa-miR-1307-3p; hsa-miR-1238-5p; hsa-miR-4706"
"Annotations derived over miRTarBase (Gene Ontology)","histone H2B conserved C-terminal lysine ubiquitination GO0071894","depleted","0.0121733","0.0121733","0.504321","5","hsa-miR-92a-2-5p; hsa-miR-6805-5p; hsa-miR-6756-5p; hsa-miR-6769a-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","kinase inhibitor activity GO0019210","depleted","0.0121733","0.0121733","0.504321","5","hsa-miR-92a-2-5p; hsa-miR-6805-5p; hsa-miR-6756-5p; hsa-miR-6861-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","nuclear exosome RNase complex GO0000176","enriched","0.0121733","0.0121733","0.504321","5","hsa-miR-6746-5p; hsa-miR-4758-5p; hsa-miR-1307-3p; hsa-miR-1238-5p; hsa-miR-4706"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of osteoclast differentiation GO0045672","depleted","0.0121733","0.0121733","0.504321","5","hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6756-5p; hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein K11-linked ubiquitination GO0070979","depleted","0.0121733","0.0121733","0.504321","5","hsa-miR-92a-2-5p; hsa-miR-1228-5p; hsa-miR-6756-5p; hsa-miR-3917; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of receptor signaling pathway via JAK-STAT GO0046425","depleted","0.0121733","0.0121733","0.504321","5","hsa-miR-92a-2-5p; hsa-miR-6756-5p; hsa-miR-1203; hsa-miR-6765-5p; hsa-miR-6861-5p"
"Annotations derived over miRTarBase (Gene Ontology)","tumor necrosis factor receptor superfamily binding GO0032813","depleted","0.0121733","0.0121733","0.504321","5","hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6756-5p; hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Target genes (miRTarBase)","TRAF6","depleted","0.0121733","0.0121733","0.466353","5","hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6756-5p; hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","damaged DNA binding GO0003684","enriched","0.0126539","0.0126539","0.504321","14","hsa-miR-8073; hsa-miR-6131; hsa-miR-6746-5p; hsa-miR-4758-5p; hsa-miR-642b-3p; hsa-miR-1343-3p; hsa-miR-1307-3p; hsa-miR-1238-5p; hsa-miR-4687-5p; hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-1247-3p; hsa-miR-8069; hsa-miR-6805-5p"
"Annotations derived over miRTarBase (Gene Ontology)","actin monomer binding GO0003785","enriched","0.0132914","0.0132914","0.504321","7","hsa-miR-663a; hsa-miR-8073; hsa-miR-6802-5p; hsa-miR-6131; hsa-miR-1233-5p; hsa-miR-6787-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular homeostasis GO0019725","enriched","0.0133701","0.0133701","0.504321","3","hsa-miR-8073; hsa-miR-1469; hsa-miR-642b-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to sterol GO0036315","enriched","0.0133701","0.0133701","0.504321","3","hsa-miR-8073; hsa-miR-4734; hsa-miR-642b-3p"
"Annotations derived over miRTarBase (Gene Ontology)","endoplasmic reticulum quality control compartment GO0044322","depleted","0.0133701","0.0133701","0.504321","3","hsa-miR-8059; hsa-miR-6765-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","epithelial cilium movement involved in determination of leftright asymmetry GO0060287","enriched","0.0133701","0.0133701","0.504321","3","hsa-miR-8073; hsa-miR-6131; hsa-miR-642b-3p"
"Annotations derived over miRTarBase (Gene Ontology)","microtubule-based process GO0007017","depleted","0.0133701","0.0133701","0.504321","3","hsa-miR-8059; hsa-miR-575; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of cargo loading into COPII-coated vesicle GO1901303","enriched","0.0133701","0.0133701","0.504321","3","hsa-miR-8073; hsa-miR-4734; hsa-miR-642b-3p"
"Annotations derived over miRTarBase (Gene Ontology)","negative regulation of protein exit from endoplasmic reticulum GO0070862","enriched","0.0133701","0.0133701","0.504321","3","hsa-miR-8073; hsa-miR-4734; hsa-miR-642b-3p"
"Target genes (miRTarBase)","INSIG1","enriched","0.0133701","0.0133701","0.466353","3","hsa-miR-8073; hsa-miR-4734; hsa-miR-642b-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to chemokine GO1990869","depleted","0.0145467","0.0145467","0.504321","6","hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-92a-2-5p; hsa-miR-8059; hsa-miR-575; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to nutrient levels GO0031669","depleted","0.0145467","0.0145467","0.504321","6","hsa-miR-1260b; hsa-miR-92a-2-5p; hsa-miR-8069; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","early endosome to Golgi transport GO0034498","depleted","0.0145467","0.0145467","0.504321","6","hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-6805-5p; hsa-miR-3940-5p; hsa-miR-575; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ephrin receptor signaling pathway GO0048013","depleted","0.0145467","0.0145467","0.504321","6","hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-92a-2-5p; hsa-miR-6805-5p; hsa-miR-6765-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","lens fiber cell morphogenesis GO0070309","depleted","0.0145467","0.0145467","0.504321","6","hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-8069; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","magnesium ion homeostasis GO0010960","depleted","0.0145467","0.0145467","0.504321","6","hsa-miR-1260b; hsa-miR-1247-3p; hsa-miR-6756-5p; hsa-miR-1203; hsa-miR-3940-5p; hsa-miR-575"
"Annotations derived over miRTarBase (Gene Ontology)","magnesium ion transport GO0015693","depleted","0.0145467","0.0145467","0.504321","6","hsa-miR-1260b; hsa-miR-1247-3p; hsa-miR-6756-5p; hsa-miR-1203; hsa-miR-575; hsa-miR-6861-5p"
"Target genes (miRTarBase)","ABI2","depleted","0.0145467","0.0145467","0.466353","6","hsa-miR-1260b; hsa-miR-1233-5p; hsa-miR-8069; hsa-miR-6756-5p; hsa-miR-8059; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of interleukin-2 production GO0032743","depleted","0.0148909","0.0148909","0.504321","10","hsa-miR-6746-5p; hsa-miR-642b-3p; hsa-miR-92a-2-5p; hsa-miR-1247-3p; hsa-miR-6756-5p; hsa-miR-575; hsa-miR-6784-5p; hsa-miR-6765-5p; hsa-miR-6769a-5p; hsa-miR-4732-5p"
"Annotations derived over miRTarBase (Gene Ontology)","phospholipase C-activating G protein-coupled receptor signaling pathway GO0007200","enriched","0.0153099","0.0153099","0.504321","7","hsa-miR-8073; hsa-miR-6746-5p; hsa-miR-4758-5p; hsa-miR-6729-5p; hsa-miR-1238-5p; hsa-miR-4706; hsa-miR-1260b"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of collagen biosynthetic process GO0032967","enriched","0.0153099","0.0153099","0.504321","7","hsa-miR-663a; hsa-miR-6746-5p; hsa-miR-1343-3p; hsa-miR-4706; hsa-miR-5100; hsa-miR-4687-5p; hsa-miR-1260b"
