"Gene Symbol","p-value","FDR","Odd ratio","Number of interactions","microRNA 1","microRNA 2","microRNA 3","microRNA 4","microRNA 5","microRNA 6","microRNA 7","microRNA 8","microRNA 9","microRNA 10","microRNA 11"
"PCNP","0.414","0.730","0.703","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"TNRC6B","0.411","0.730","0.812","4","hsa-miR-320a","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-6131","","","","","","",""
"ZNF585B","0.414","0.730","0.703","2","hsa-miR-6746-5p","hsa-miR-6800-5p","","","","","","","","",""
"ACVR2B","0.419","0.731","0.711","2","hsa-miR-6800-5p","hsa-miR-6802-5p","","","","","","","","",""
"CDC5L","0.419","0.731","0.711","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"MOB4","0.419","0.731","0.711","2","hsa-miR-4532","hsa-miR-6131","","","","","","","","",""
"SYNCRIP","0.419","0.731","0.711","2","hsa-miR-320a","hsa-miR-642b-3p","","","","","","","","",""
"TERF2","0.419","0.731","0.711","2","hsa-miR-1228-5p","hsa-miR-6746-5p","","","","","","","","",""
"FADS6","0.425","0.732","0.719","2","hsa-miR-4728-5p","hsa-miR-4675","","","","","","","","",""
"IMP4","0.425","0.732","0.719","2","hsa-miR-320a","hsa-miR-8073","","","","","","","","",""
"POFUT2","0.425","0.732","0.719","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"RAD51","0.427","0.732","0.792","3","hsa-miR-4728-5p","hsa-miR-575","hsa-miR-6746-5p","","","","","","","",""
"ALG14","0.442","0.733","0.743","2","hsa-miR-575","hsa-miR-8073","","","","","","","","",""
"CABP4","0.436","0.733","0.735","2","hsa-miR-1343-3p","hsa-miR-8073","","","","","","","","",""
"CHMP1B","0.436","0.733","0.735","2","hsa-miR-1228-5p","hsa-miR-4728-5p","","","","","","","","",""
"FAM208A","0.431","0.733","0.727","2","hsa-miR-6746-5p","hsa-miR-4728-5p","","","","","","","","",""
"GPC4","0.436","0.733","0.735","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"IFNLR1","0.445","0.733","0.813","3","hsa-miR-197-5p","hsa-miR-6090","hsa-miR-575","","","","","","","",""
"KCNJ6","0.431","0.733","0.727","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"LGSN","0.436","0.733","0.735","2","hsa-miR-6805-5p","hsa-miR-8073","","","","","","","","",""
"NDUFV3","0.436","0.733","0.735","2","hsa-miR-4532","hsa-miR-6131","","","","","","","","",""
"PKD1","0.431","0.733","0.727","2","hsa-miR-6090","hsa-miR-4787-5p","","","","","","","","",""
"RBM43","0.436","0.733","0.735","2","hsa-miR-4532","hsa-miR-4728-5p","","","","","","","","",""
"RHOA","0.436","0.733","0.735","2","hsa-miR-1233-5p","hsa-miR-4675","","","","","","","","",""
"RNF125","0.442","0.733","0.743","2","hsa-miR-320a","hsa-miR-6746-5p","","","","","","","","",""
"SIGLEC9","0.431","0.733","0.727","2","hsa-miR-642b-3p","hsa-miR-4532","","","","","","","","",""
"STX4","0.431","0.733","0.727","2","hsa-miR-4787-5p","hsa-miR-6746-5p","","","","","","","","",""
"TRIM72","0.441","0.733","0.808","3","hsa-miR-1307-3p","hsa-miR-4532","hsa-miR-4728-5p","","","","","","","",""
"TXLNA","0.442","0.733","0.743","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"USP6NL","0.442","0.733","0.743","2","hsa-miR-92b-5p","hsa-miR-4728-5p","","","","","","","","",""
"ZFAND4","0.442","0.733","0.743","2","hsa-miR-4728-5p","hsa-miR-6090","","","","","","","","",""
"ZNF609","0.431","0.733","0.727","2","hsa-miR-1203","hsa-miR-3184-5p","","","","","","","","",""
"IGF2BP1","0.447","0.735","0.751","2","hsa-miR-320a","hsa-miR-6131","","","","","","","","",""
"ZFHX3","0.447","0.735","0.751","2","hsa-miR-4728-5p","hsa-miR-6805-5p","","","","","","","","",""
"CBS","0.453","0.737","0.760","2","hsa-miR-4728-5p","hsa-miR-1343-3p","","","","","","","","",""
"FPR1","0.453","0.737","0.760","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"RNF11","0.449","0.737","0.819","3","hsa-miR-6766-5p","hsa-miR-6756-5p","hsa-miR-1307-3p","","","","","","","",""
"TRAF3IP2","0.453","0.737","0.760","2","hsa-miR-575","hsa-miR-4728-5p","","","","","","","","",""
"C19orf47","0.464","0.741","0.776","2","hsa-miR-4525","hsa-miR-6131","","","","","","","","",""
"HOXC8","0.459","0.741","0.768","2","hsa-miR-3940-5p","hsa-miR-4728-5p","","","","","","","","",""
"MEX3A","0.459","0.741","0.768","2","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","","","","",""
"RRP7A","0.459","0.741","0.768","2","hsa-miR-4728-5p","hsa-miR-1203","","","","","","","","",""
"ZBTB7A","0.458","0.741","0.830","3","hsa-miR-4525","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","",""
"AGTRAP","0.475","0.743","0.792","2","hsa-miR-8073","hsa-miR-4728-5p","","","","","","","","",""
"AR","0.469","0.743","0.784","2","hsa-miR-4525","hsa-miR-320a","","","","","","","","",""
"BACE2","0.469","0.743","0.784","2","hsa-miR-6131","hsa-miR-4730","","","","","","","","",""
"DDI2","0.480","0.743","0.800","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"ELFN2","0.469","0.743","0.784","2","hsa-miR-4728-5p","hsa-miR-6090","","","","","","","","",""
"ERGIC2","0.475","0.743","0.792","2","hsa-miR-6800-5p","hsa-miR-3940-5p","","","","","","","","",""
"GPAT4","0.475","0.743","0.792","2","hsa-miR-1343-3p","hsa-miR-4532","","","","","","","","",""
"MCL1","0.480","0.743","0.800","2","hsa-miR-320a","hsa-miR-1469","","","","","","","","",""
"MIDN","0.474","0.743","0.881","4","hsa-miR-8059","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-3184-5p","","","","","","",""
"PLEKHA3","0.469","0.743","0.784","2","hsa-miR-4525","hsa-miR-4728-5p","","","","","","","","",""
"PRRG4","0.471","0.743","0.846","3","hsa-miR-4687-5p","hsa-miR-197-5p","hsa-miR-4728-5p","","","","","","","",""
"TYRO3","0.480","0.743","0.800","2","hsa-miR-6131","hsa-miR-4728-5p","","","","","","","","",""
"ZMYM1","0.469","0.743","0.784","2","hsa-miR-4532","hsa-miR-4728-5p","","","","","","","","",""
"G3BP1","0.488","0.745","0.867","3","hsa-miR-320a","hsa-miR-6800-5p","hsa-miR-1343-3p","","","","","","","",""
"HMGA1","0.484","0.745","0.862","3","hsa-miR-4675","hsa-miR-6805-5p","hsa-miR-6090","","","","","","","",""
"LASP1","0.486","0.745","0.808","2","hsa-miR-3184-5p","hsa-miR-4728-5p","","","","","","","","",""
"NOM1","0.486","0.745","0.808","2","hsa-miR-1343-3p","hsa-miR-3940-5p","","","","","","","","",""
"SLC27A1","0.486","0.745","0.808","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"ZSCAN22","0.486","0.745","0.808","2","hsa-miR-8073","hsa-miR-4728-5p","","","","","","","","",""
"RRM2","0.491","0.746","0.816","2","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","","","","",""
"SZRD1","0.491","0.746","0.816","2","hsa-miR-575","hsa-miR-4525","","","","","","","","",""
"CDK4","0.496","0.749","0.824","2","hsa-miR-320a","hsa-miR-1307-3p","","","","","","","","",""
"MTMR10","0.496","0.749","0.824","2","hsa-miR-4728-5p","hsa-miR-1307-3p","","","","","","","","",""
"DDX19B","0.507","0.752","0.840","2","hsa-miR-1307-3p","hsa-miR-6131","","","","","","","","",""
"KIAA1551","0.501","0.752","0.883","3","hsa-miR-6787-5p","hsa-miR-663a","hsa-miR-4728-5p","","","","","","","",""
"MMAB","0.502","0.752","0.832","2","hsa-miR-4728-5p","hsa-miR-6131","","","","","","","","",""
"SLFN12L","0.507","0.752","0.840","2","hsa-miR-3940-5p","hsa-miR-4728-5p","","","","","","","","",""
"TAF8","0.507","0.752","0.840","2","hsa-miR-4675","hsa-miR-4532","","","","","","","","",""
"TAOK1","0.507","0.752","0.917","4","hsa-miR-6756-5p","hsa-miR-6766-5p","hsa-miR-197-5p","hsa-miR-4525","","","","","","",""
"PANK3","0.512","0.755","0.848","2","hsa-miR-320a","hsa-miR-1343-3p","","","","","","","","",""
"ZFP14","0.512","0.755","0.848","2","hsa-miR-6802-5p","hsa-miR-3940-5p","","","","","","","","",""
"GAPVD1","0.517","0.756","0.856","2","hsa-miR-4687-5p","hsa-miR-4728-5p","","","","","","","","",""
"GDE1","0.521","0.756","0.933","4","hsa-miR-4675","hsa-miR-1343-3p","hsa-miR-3184-5p","hsa-miR-4276","","","","","","",""
"SCO1","0.527","0.758","0.873","2","hsa-miR-1307-3p","hsa-miR-4728-5p","","","","","","","","",""
"SRSF7","0.527","0.758","0.873","2","hsa-miR-320a","hsa-miR-4728-5p","","","","","","","","",""
"AVL9","0.537","0.759","0.889","2","hsa-miR-6746-5p","hsa-miR-6090","","","","","","","","",""
"CALM3","0.537","0.759","0.889","2","hsa-miR-320a","hsa-miR-3184-5p","","","","","","","","",""
"CRY2","0.532","0.759","0.881","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"ZNF154","0.532","0.759","0.881","2","hsa-miR-6787-5p","hsa-miR-663a","","","","","","","","",""
"AGO2","0.543","0.761","0.970","5","hsa-miR-3940-5p","hsa-miR-4525","hsa-miR-4728-5p","hsa-miR-1343-3p","hsa-miR-92b-5p","","","","","",""
"CPM","0.542","0.761","0.897","2","hsa-miR-4728-5p","hsa-miR-6746-5p","","","","","","","","",""
"FAHD1","0.552","0.762","0.913","2","hsa-miR-92b-5p","hsa-miR-4728-5p","","","","","","","","",""
"LRIG2","0.552","0.762","0.913","2","hsa-miR-4728-5p","hsa-miR-1307-3p","","","","","","","","",""
"MLXIP","0.552","0.762","0.913","2","hsa-miR-4728-5p","hsa-miR-4732-5p","","","","","","","","",""
"PDP2","0.547","0.762","0.905","2","hsa-miR-3184-5p","hsa-miR-6746-5p","","","","","","","","",""
"AGO1","0.557","0.765","0.921","2","hsa-miR-320a","hsa-miR-4690-5p","","","","","","","","",""
"DNAJC28","0.557","0.765","0.921","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"ZNF584","0.557","0.765","0.921","2","hsa-miR-4728-5p","hsa-miR-575","","","","","","","","",""
"TRAPPC2","0.562","0.766","0.929","2","hsa-miR-8073","hsa-miR-4728-5p","","","","","","","","",""
"ZNF878","0.562","0.766","0.929","2","hsa-miR-4728-5p","hsa-miR-8073","","","","","","","","",""
"ABHD2","0.567","0.768","0.937","2","hsa-miR-1343-3p","hsa-miR-1307-3p","","","","","","","","",""
"MYH9","0.567","0.768","0.937","2","hsa-miR-4728-5p","hsa-miR-1233-5p","","","","","","","","",""
"TBC1D13","0.567","0.768","0.937","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"ZNF805","0.567","0.768","0.937","2","hsa-miR-4276","hsa-miR-3184-5p","","","","","","","","",""
"DHODH","0.581","0.768","0.962","2","hsa-miR-6746-5p","hsa-miR-4728-5p","","","","","","","","",""
"LAX1","0.581","0.768","0.962","2","hsa-miR-4728-5p","hsa-miR-4532","","","","","","","","",""
"MAPK1","0.577","0.768","0.986","3","hsa-miR-320a","hsa-miR-4675","hsa-miR-1307-3p","","","","","","","",""
"PABPN1","0.576","0.768","0.953","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"RAB32","0.571","0.768","0.945","2","hsa-miR-1233-5p","hsa-miR-4648","","","","","","","","",""
"RAB5B","0.573","0.768","0.980","3","hsa-miR-4728-5p","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","",""
"SGTB","0.571","0.768","0.945","2","hsa-miR-4728-5p","hsa-miR-6131","","","","","","","","",""
"UBXN2A","0.573","0.768","0.980","3","hsa-miR-197-5p","hsa-miR-575","hsa-miR-4728-5p","","","","","","","",""
"WIPF2","0.571","0.768","0.945","2","hsa-miR-4276","hsa-miR-3184-5p","","","","","","","","",""
"YIPF4","0.577","0.768","0.986","3","hsa-miR-8073","hsa-miR-4732-5p","hsa-miR-6131","","","","","","","",""
"ZNF107","0.571","0.768","0.945","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"RAB3IP","0.586","0.772","0.970","2","hsa-miR-3940-5p","hsa-miR-4687-5p","","","","","","","","",""
"ARSK","0.590","0.772","0.978","2","hsa-miR-6802-5p","hsa-miR-4728-5p","","","","","","","","",""
"HS3ST1","0.590","0.772","0.978","2","hsa-miR-4276","hsa-miR-1307-3p","","","","","","","","",""
"MTHFD2","0.590","0.772","0.978","2","hsa-miR-6746-5p","hsa-miR-4687-5p","","","","","","","","",""
"TIAL1","0.590","0.772","0.978","2","hsa-miR-4675","hsa-miR-4728-5p","","","","","","","","",""
"ZNF573","0.590","0.772","0.978","2","hsa-miR-6131","hsa-miR-4532","","","","","","","","",""
"BCL2L11","0.595","0.773","0.986","2","hsa-miR-1233-5p","hsa-miR-92b-5p","","","","","","","","",""
"FAM83F","0.595","0.773","0.986","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"SMC1A","0.595","0.773","0.986","2","hsa-miR-320a","hsa-miR-6805-5p","","","","","","","","",""
"ZNF394","0.595","0.773","0.986","2","hsa-miR-4728-5p","hsa-miR-320a","","","","","","","","",""
"MAP3K9","0.599","0.775","0.994","2","hsa-miR-3184-5p","hsa-miR-6746-5p","","","","","","","","",""
"PHF12","0.599","0.775","0.994","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"PLAGL2","0.599","0.775","1.02","3","hsa-miR-1233-5p","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","","","",""
"C11orf54","0.604","0.776","1.00","2","hsa-miR-8073","hsa-miR-4728-5p","","","","","","","","",""
"MRNIP","0.604","0.776","1.00","2","hsa-miR-4728-5p","hsa-miR-6746-5p","","","","","","","","",""
"POTEM","0.604","0.776","1.00","2","hsa-miR-4525","hsa-miR-4728-5p","","","","","","","","",""
"LPP","0.608","0.776","1.01","2","hsa-miR-8073","hsa-miR-6746-5p","","","","","","","","",""
"POTEG","0.608","0.776","1.01","2","hsa-miR-4525","hsa-miR-4728-5p","","","","","","","","",""
"SSBP2","0.608","0.776","1.01","2","hsa-miR-4728-5p","hsa-miR-1343-3p","","","","","","","","",""
"TNPO2","0.608","0.776","1.01","2","hsa-miR-197-5p","hsa-miR-4690-5p","","","","","","","","",""
"FOXK1","0.615","0.777","1.05","4","hsa-miR-1307-3p","hsa-miR-3184-5p","hsa-miR-4675","hsa-miR-4728-5p","","","","","","",""
"GLUL","0.613","0.777","1.02","2","hsa-miR-320a","hsa-miR-4728-5p","","","","","","","","",""
"HSD17B12","0.613","0.777","1.02","2","hsa-miR-1307-3p","hsa-miR-4728-5p","","","","","","","","",""
"OCIAD2","0.613","0.777","1.02","2","hsa-miR-1343-3p","hsa-miR-4728-5p","","","","","","","","",""
"CRKL","0.626","0.779","1.04","2","hsa-miR-4728-5p","hsa-miR-320a","","","","","","","","",""
"FBXL18","0.626","0.779","1.04","2","hsa-miR-1233-5p","hsa-miR-4728-5p","","","","","","","","",""
"MKNK2","0.621","0.779","1.05","3","hsa-miR-3184-5p","hsa-miR-4706","hsa-miR-4728-5p","","","","","","","",""
"SLC16A1","0.621","0.779","1.03","2","hsa-miR-320a","hsa-miR-1343-3p","","","","","","","","",""
"TIMM8A","0.621","0.779","1.03","2","hsa-miR-1343-3p","hsa-miR-4783-3p","","","","","","","","",""
"ARL5B","0.630","0.779","1.05","2","hsa-miR-4728-5p","hsa-miR-6131","","","","","","","","",""
"DNAJC10","0.628","0.779","1.06","3","hsa-miR-1343-3p","hsa-miR-6131","hsa-miR-8073","","","","","","","",""
"SETD5","0.630","0.779","1.05","2","hsa-miR-6766-5p","hsa-miR-6756-5p","","","","","","","","",""
"PHB2","0.639","0.779","1.07","2","hsa-miR-4525","hsa-miR-4728-5p","","","","","","","","",""
"RBMS2","0.639","0.779","1.07","2","hsa-miR-4728-5p","hsa-miR-4276","","","","","","","","",""
"GLO1","0.643","0.781","1.07","2","hsa-miR-6800-5p","hsa-miR-6802-5p","","","","","","","","",""
"E2F3","0.647","0.781","1.08","2","hsa-miR-1233-5p","hsa-miR-3184-5p","","","","","","","","",""
"IKZF3","0.647","0.781","1.08","2","hsa-miR-1343-3p","hsa-miR-4728-5p","","","","","","","","",""
"GAN","0.651","0.784","1.09","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"ZBTB8B","0.651","0.784","1.09","2","hsa-miR-8073","hsa-miR-1343-3p","","","","","","","","",""
"ABCG8","0.655","0.785","1.10","2","hsa-miR-4675","hsa-miR-4728-5p","","","","","","","","",""
"ATXN1","0.655","0.785","1.10","2","hsa-miR-320a","hsa-miR-1203","","","","","","","","",""
"GATA6","0.663","0.787","1.12","3","hsa-miR-4728-5p","hsa-miR-6746-5p","hsa-miR-1307-3p","","","","","","","",""
"SMG1","0.663","0.787","1.12","2","hsa-miR-1307-3p","hsa-miR-575","","","","","","","","",""
"DSTYK","0.667","0.789","1.12","2","hsa-miR-1343-3p","hsa-miR-3940-5p","","","","","","","","",""
"PGPEP1","0.667","0.789","1.12","2","hsa-miR-4525","hsa-miR-4728-5p","","","","","","","","",""
"SKI","0.673","0.791","1.13","3","hsa-miR-663a","hsa-miR-6787-5p","hsa-miR-4675","","","","","","","",""
"ZNF431","0.675","0.791","1.14","2","hsa-miR-4732-5p","hsa-miR-1307-3p","","","","","","","","",""
"SP1","0.679","0.793","1.15","2","hsa-miR-4276","hsa-miR-3184-5p","","","","","","","","",""
"GK5","0.686","0.796","1.16","2","hsa-miR-1307-3p","hsa-miR-4532","","","","","","","","",""
"CDKN1B","0.694","0.797","1.18","2","hsa-miR-4276","hsa-miR-4728-5p","","","","","","","","",""
"FAM71F2","0.690","0.797","1.17","2","hsa-miR-1307-3p","hsa-miR-4728-5p","","","","","","","","",""
"HIC2","0.694","0.797","1.18","2","hsa-miR-6756-5p","hsa-miR-6766-5p","","","","","","","","",""
"SBNO1","0.694","0.797","1.18","2","hsa-miR-6131","hsa-miR-8073","","","","","","","","",""
"SUGT1","0.690","0.797","1.17","2","hsa-miR-4728-5p","hsa-miR-4690-5p","","","","","","","","",""
"MYPN","0.697","0.798","1.19","2","hsa-miR-8073","hsa-miR-4728-5p","","","","","","","","",""
"BZW1","0.705","0.800","1.20","2","hsa-miR-197-5p","hsa-miR-642b-3p","","","","","","","","",""
"PHAX","0.708","0.802","1.21","2","hsa-miR-4728-5p","hsa-miR-1343-3p","","","","","","","","",""
"MDM4","0.726","0.811","1.25","2","hsa-miR-3184-5p","hsa-miR-887-3p","","","","","","","","",""
"RBM23","0.726","0.811","1.25","2","hsa-miR-575","hsa-miR-6131","","","","","","","","",""
"TXNIP","0.727","0.811","1.23","3","hsa-miR-3940-5p","hsa-miR-3184-5p","hsa-miR-642b-3p","","","","","","","",""
"FEM1A","0.730","0.812","1.23","3","hsa-miR-4728-5p","hsa-miR-4532","hsa-miR-4732-5p","","","","","","","",""
"ZNF417","0.742","0.817","1.29","2","hsa-miR-1307-3p","hsa-miR-4728-5p","","","","","","","","",""
"GABPB1","0.748","0.819","1.31","2","hsa-miR-1307-3p","hsa-miR-6746-5p","","","","","","","","",""
"RPRD2","0.748","0.819","1.31","2","hsa-miR-320a","hsa-miR-4728-5p","","","","","","","","",""
"HMGN2","0.752","0.820","1.32","2","hsa-miR-1343-3p","hsa-miR-6090","","","","","","","","",""
"CACNG8","0.758","0.823","1.33","2","hsa-miR-92b-5p","hsa-miR-6131","","","","","","","","",""
"SOX4","0.767","0.828","1.36","2","hsa-miR-4276","hsa-miR-4687-5p","","","","","","","","",""
"DNAL1","0.770","0.830","1.37","2","hsa-miR-6746-5p","hsa-miR-4728-5p","","","","","","","","",""
"BTG2","0.777","0.834","1.33","3","hsa-miR-197-5p","hsa-miR-4728-5p","hsa-miR-575","","","","","","","",""
"PURB","0.795","0.845","1.44","2","hsa-miR-1343-3p","hsa-miR-4728-5p","","","","","","","","",""
"RPL7L1","0.795","0.845","1.44","2","hsa-miR-4728-5p","hsa-miR-3184-5p","","","","","","","","",""
"MAPKAPK5","0.797","0.845","1.45","2","hsa-miR-1228-5p","hsa-miR-4728-5p","","","","","","","","",""
"ASB16","0.800","0.846","1.45","2","hsa-miR-4758-5p","hsa-miR-1238-5p","","","","","","","","",""
"CYP20A1","0.803","0.847","1.46","2","hsa-miR-4728-5p","hsa-miR-4532","","","","","","","","",""
"AGO3","0.805","0.849","1.47","2","hsa-miR-1343-3p","hsa-miR-6131","","","","","","","","",""
"ARPP19","0.808","0.849","1.48","2","hsa-miR-320a","hsa-miR-4525","","","","","","","","",""
"HOOK3","0.808","0.849","1.48","2","hsa-miR-4728-5p","hsa-miR-1307-3p","","","","","","","","",""
"UBN2","0.808","0.849","1.48","2","hsa-miR-4276","hsa-miR-575","","","","","","","","",""
"NUDT3","0.815","0.853","1.50","2","hsa-miR-8073","hsa-miR-1233-5p","","","","","","","","",""
"TUBB2A","0.831","0.861","1.56","2","hsa-miR-8059","hsa-miR-4732-5p","","","","","","","","",""
"YOD1","0.848","0.870","1.62","2","hsa-miR-8073","hsa-miR-320a","","","","","","","","",""
"MDM2","0.852","0.873","1.64","2","hsa-miR-1228-5p","hsa-miR-4728-5p","","","","","","","","",""
"LINC00598","0.864","0.882","1.69","2","hsa-miR-4728-5p","hsa-miR-1307-3p","","","","","","","","",""
"NUFIP2","0.917","0.924","1.78","3","hsa-miR-4276","hsa-miR-4732-5p","hsa-miR-197-5p","","","","","","","",""
"IGF1R","0.918","0.924","1.98","2","hsa-miR-320a","hsa-miR-4525","","","","","","","","",""
"ZNF460","0.986","0.986","2.90","2","hsa-miR-4728-5p","hsa-miR-1228-5p","","","","","","","","",""
