"Category","Subcategory","Enrichment","P-value","P-adjusted","Q-value","Observed","miRNAs/precursors"
"Diseases (MNDR)","Cholangiocarcinoma","enriched","0.0048813","0.0048813","0.148148","9","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-642b-3p; hsa-miR-887-3p; hsa-miR-575; hsa-miR-92b-5p; hsa-miR-1469"
"Annotations derived over miRTarBase (Gene Ontology)","TRAMP complex GO0031499","enriched","0.0059197","0.0059197","0.361506","3","hsa-miR-125a-3p; hsa-miR-6131; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ncRNA processing GO0034470","enriched","0.0059197","0.0059197","0.361506","3","hsa-miR-125a-3p; hsa-miR-6131; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","snRNA catabolic process GO0016076","enriched","0.0059197","0.0059197","0.361506","3","hsa-miR-125a-3p; hsa-miR-6131; hsa-miR-1228-5p"
"Target genes (miRTarBase)","ZCCHC8","enriched","0.0059197","0.0059197","0.312272","3","hsa-miR-125a-3p; hsa-miR-6131; hsa-miR-1228-5p"
"Published Diseases","dilated cardiomyopathy deregulated","enriched","0.0059197","0.0059197","0.124313","3","hsa-miR-125a-3p; hsa-miR-663a; hsa-miR-1228-5p"
"Published Diseases","dilated cardiomyopathy upregulated","enriched","0.0059197","0.0059197","0.124313","3","hsa-miR-125a-3p; hsa-miR-663a; hsa-miR-1228-5p"
"Drugs (SM2miR)","Trastuzumab","enriched","0.0059197","0.0059197","0.144444","3","hsa-miR-125a-3p; hsa-miR-663a; hsa-miR-1228-5p"
"WikiPathways (miRPathDB)","Integrated Cancer Pathway","enriched","0.0059197","0.0059197","0.266763","3","hsa-miR-6802-5p; hsa-miR-663a; hsa-miR-1228-5p"
"Annotations derived over miRTarBase (Gene Ontology)","cellular response to type II interferon GO0071346","enriched","0.0059215","0.0059215","0.361506","6","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6729-5p; hsa-miR-642b-3p; hsa-miR-6756-5p; hsa-miR-92a-2-5p"
"Annotations derived over miRTarBase (Gene Ontology)","chemoattractant activity GO0042056","enriched","0.0059215","0.0059215","0.361506","6","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-1228-5p; hsa-miR-642b-3p; hsa-miR-6756-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","Golgi ribbon formation GO0090161","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","N-acetylneuraminate metabolic process GO0006054","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","N-acylmannosamine kinase activity GO0009384","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Shu complex GO0097196","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","T cell homeostasis GO0043029","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-6861-5p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","UDP-N-acetylglucosamine 2-epimerase activity GO0008761","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","antigen processing and presentation of peptide antigen via MHC class I GO0002474","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","chemokine receptor activity GO0004950","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cyclin D2-CDK4 complex GO0097129","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cyclin D3-CDK4 complex GO0097130","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","cytolytic granule GO0044194","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","hepatic immune response GO0002384","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","immune system process GO0002376","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","interleukin-6 receptor complex GO0005896","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","long-chain fatty-acyl-CoA biosynthetic process GO0035338","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-6802-5p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","mesenchymal cell development GO0014031","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","muscle system process GO0003012","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of activation of Janus kinase activity GO0010536","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of anterograde synaptic vesicle transport GO1903744","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of MyD88-dependent toll-like receptor signaling pathway GO0034124","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of cellular respiration GO0043457","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","sialylation GO0097503","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Annotations derived over miRTarBase (Gene Ontology)","type II interferon-mediated signaling pathway GO0060333","enriched","0.0060606","0.0060606","0.361506","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","ARHGEF39","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","BORCS5","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","CDK4","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","CENPBD1","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","GNE","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","IRF1","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","MELK","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","MRPL36","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-6861-5p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","SWSAP1","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","TRIM72","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","WDR31","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","ZNF430","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Target genes (miRTarBase)","ZNF439","enriched","0.0060606","0.0060606","0.312272","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Gene Ontology (miRWalk)","GO0000166 nucleotide binding","enriched","0.0060606","0.0060606","0.140797","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Gene Ontology (miRWalk)","GO0000922 spindle pole","enriched","0.0060606","0.0060606","0.140797","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Gene Ontology (miRWalk)","GO0005085 guanyl nucleotide exchange factor activity","enriched","0.0060606","0.0060606","0.140797","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Gene Ontology (miRWalk)","GO0016032 viral reproduction","enriched","0.0060606","0.0060606","0.140797","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Gene Ontology (miRWalk)","GO0030529 ribonucleoprotein complex","enriched","0.0060606","0.0060606","0.140797","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Gene Ontology (miRWalk)","GO0042802 identical protein binding","enriched","0.0060606","0.0060606","0.140797","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Gene Ontology (miRWalk)","GO0043123 positive regulation of i kappab kinase nf kappab cascade","enriched","0.0060606","0.0060606","0.140797","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Gene Ontology (miRWalk)","GO0060170 cilium membrane","enriched","0.0060606","0.0060606","0.140797","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Pathways (miRWalk)","hsa05110 Vibrio cholerae infection","enriched","0.0060606","0.0060606","0.205714","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Diseases (MNDR)","Pancreatic adenocarcinoma","enriched","0.0060606","0.0060606","0.148148","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Interactions (NPInter)","LIN28","enriched","0.0060606","0.0060606","0.132569","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Interactions (NPInter)","Rbm20","enriched","0.0060606","0.0060606","0.132569","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Interactions (NPInter)","TRIP6","enriched","0.0060606","0.0060606","0.132569","2","hsa-miR-125a-3p; hsa-miR-1307-3p"
"Pathways (KEGG)","Measles","enriched","0.0062253","0.0062253","0.518934","25","hsa-miR-6861-5p; hsa-miR-125a-3p; hsa-miR-6802-5p; hsa-miR-1307-3p; hsa-miR-6729-5p; hsa-miR-6800-5p; hsa-miR-6131; hsa-miR-663a; hsa-miR-1228-5p; hsa-miR-6756-5p; hsa-miR-887-3p; hsa-miR-6090; hsa-miR-575; hsa-miR-6746-5p; hsa-miR-92b-5p; hsa-miR-5195-3p; hsa-miR-6805-5p; hsa-miR-3184-5p; hsa-miR-197-5p; hsa-miR-92a-2-5p; hsa-miR-3940-5p; hsa-miR-1233-5p; hsa-miR-4276; hsa-miR-1343-3p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","mitotic spindle assembly checkpoint signaling GO0007094","enriched","0.0065197","0.0065197","0.361506","10","hsa-miR-6861-5p; hsa-miR-6802-5p; hsa-miR-1307-3p; hsa-miR-6729-5p; hsa-miR-6800-5p; hsa-miR-663a; hsa-miR-6746-5p; hsa-miR-1233-5p; hsa-miR-4648; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","L-cysteine desulfurase complex GO1990221","enriched","0.0066691","0.0066691","0.361506","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","ferroxidase activity GO0004322","enriched","0.0066691","0.0066691","0.361506","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","iron chaperone activity GO0034986","enriched","0.0066691","0.0066691","0.361506","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","iron incorporation into metallo-sulfur cluster GO0018283","enriched","0.0066691","0.0066691","0.361506","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of lyase activity GO0051349","enriched","0.0066691","0.0066691","0.361506","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of succinate dehydrogenase activity GO1904231","enriched","0.0066691","0.0066691","0.361506","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","protein autoprocessing GO0016540","enriched","0.0066691","0.0066691","0.361506","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","regulation of ferrochelatase activity GO0010722","enriched","0.0066691","0.0066691","0.361506","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"Annotations derived over miRTarBase (Gene Ontology)","response to iron ion GO0010039","enriched","0.0066691","0.0066691","0.361506","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"Target genes (miRTarBase)","FXN","enriched","0.0066691","0.0066691","0.312272","5","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6131; hsa-miR-663a; hsa-miR-6787-5p"
"WikiPathways (miRPathDB)","Cell Cycle","enriched","0.0066691","0.0066691","0.266763","5","hsa-miR-6802-5p; hsa-miR-6729-5p; hsa-miR-6800-5p; hsa-miR-663a; hsa-miR-1233-5p"
"Annotations derived over miRTarBase (Gene Ontology)","amyloid-beta formation GO0034205","depleted","0.0067183","0.0067183","0.361506","4","hsa-miR-92a-2-5p; hsa-miR-6857-5p; hsa-miR-1343-3p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","amyloid precursor protein metabolic process GO0042982","depleted","0.0067183","0.0067183","0.361506","4","hsa-miR-92a-2-5p; hsa-miR-6857-5p; hsa-miR-1343-3p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","gamma-secretase complex GO0070765","depleted","0.0067183","0.0067183","0.361506","4","hsa-miR-92a-2-5p; hsa-miR-6857-5p; hsa-miR-1343-3p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","vascular endothelial growth factor production GO0010573","enriched","0.0067183","0.0067183","0.361506","4","hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-887-3p; hsa-miR-6090"
"Target genes (miRTarBase)","POLR2E","depleted","0.0067183","0.0067183","0.312272","4","hsa-miR-92a-2-5p; hsa-miR-1233-5p; hsa-miR-1343-3p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","helicase activity GO0004386","enriched","0.0074678","0.0074678","0.361506","8","hsa-miR-6861-5p; hsa-miR-125a-3p; hsa-miR-1307-3p; hsa-miR-6729-5p; hsa-miR-6131; hsa-miR-575; hsa-miR-92a-2-5p; hsa-miR-6857-5p"
"Annotations derived over miRTarBase (Gene Ontology)","positive regulation of osteoblast differentiation GO0045669","enriched","0.0074678","0.0074678","0.361506","8","hsa-miR-125a-3p; hsa-miR-6802-5p; hsa-miR-1307-3p; hsa-miR-6800-5p; hsa-miR-6131; hsa-miR-4687-5p; hsa-miR-5195-3p; hsa-miR-1343-3p"
"Annotations derived over miRTarBase (Gene Ontology)","Cajal body GO0015030","enriched","0.0081922","0.0081922","0.361506","9","hsa-miR-6802-5p; hsa-miR-1307-3p; hsa-miR-6800-5p; hsa-miR-1228-5p; hsa-miR-6756-5p; hsa-miR-6090; hsa-miR-575; hsa-miR-1233-5p; hsa-miR-4648"
"Annotations derived over miRTarBase (Gene Ontology)","ubiquitin-dependent protein catabolic process via the C-end degron rule pathway GO0140627","depleted","0.0081922","0.0081922","0.361506","9","hsa-miR-6861-5p; hsa-miR-6131; hsa-miR-197-5p; hsa-miR-92a-2-5p; hsa-miR-1233-5p; hsa-miR-4648; hsa-miR-1343-3p; hsa-miR-4732-5p; hsa-miR-6769a-5p"
"Annotations derived over miRTarBase (Gene Ontology)","GAIT complex GO0097452","enriched","0.0084567","0.0084567","0.361506","3","hsa-miR-125a-3p; hsa-miR-6729-5p; hsa-miR-642b-3p"
