Gene Symbol,p-value,FDR,Odd ratio,Number of interactions,microRNA 1,microRNA 2,microRNA 3,microRNA 4,microRNA 5,microRNA 6,microRNA 7,microRNA 8,microRNA 9,microRNA 10,microRNA 11
LRRTM2,0.0403,0.415,0.162,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
ZNF486,0.135,0.613,0.323,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
UFM1,0.199,0.686,0.412,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
RRAGD,0.247,0.7,0.477,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
SLX4,0.241,0.7,0.469,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
CABP4,0.436,0.733,0.735,2,hsa-miR-1343-3p,hsa-miR-8073,,,,,,,,,
RAD18,0.119,0.597,0.299,2,hsa-miR-3184-5p,hsa-miR-8073,,,,,,,,,
MPI,0.0297,0.377,0.137,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
NANOG,0.074,0.519,0.226,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
TMEM101,0.135,0.613,0.323,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
PRRC2C,0.223,0.697,0.444,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
IMP4,0.425,0.732,0.719,2,hsa-miR-320a,hsa-miR-8073,,,,,,,,,
TFAP2B,0.125,0.6,0.307,2,hsa-miR-4276,hsa-miR-8073,,,,,,,,,
FNBP1,0.265,0.7,0.501,2,hsa-miR-4525,hsa-miR-8073,,,,,,,,,
PDXK,0.175,0.66,0.38,2,hsa-miR-4690-5p,hsa-miR-8073,,,,,,,,,
PDE7A,0.169,0.658,0.372,2,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,,
RNF24,0.265,0.7,0.501,2,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,,
ZNF324B,0.289,0.705,0.533,2,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,,
ZNF878,0.562,0.766,0.929,2,hsa-miR-4728-5p,hsa-miR-8073,,,,,,,,,
ALG14,0.442,0.733,0.743,2,hsa-miR-575,hsa-miR-8073,,,,,,,,,
NPHP3,0.141,0.622,0.331,2,hsa-miR-6131,hsa-miR-8073,,,,,,,,,
SBNO1,0.694,0.797,1.18,2,hsa-miR-6131,hsa-miR-8073,,,,,,,,,
INSIG1,0.402,0.727,0.687,2,hsa-miR-642b-3p,hsa-miR-8073,,,,,,,,,
IFITM3,0.109,0.568,0.283,2,hsa-miR-6784-5p,hsa-miR-8073,,,,,,,,,
CTSA,0.0834,0.532,0.242,2,hsa-miR-6805-5p,hsa-miR-8073,,,,,,,,,
LGSN,0.436,0.733,0.735,2,hsa-miR-6805-5p,hsa-miR-8073,,,,,,,,,
ZDHHC6,0.114,0.585,0.291,2,hsa-miR-8059,hsa-miR-8073,,,,,,,,,
MDM4,0.726,0.811,1.25,2,hsa-miR-3184-5p,hsa-miR-887-3p,,,,,,,,,
P4HB,0.205,0.686,0.42,2,hsa-miR-4787-5p,hsa-miR-887-3p,,,,,,,,,
IKBKG,0.235,0.7,0.461,2,hsa-miR-6746-5p,hsa-miR-887-3p,,,,,,,,,
BCL2L11,0.595,0.773,0.986,2,hsa-miR-1233-5p,hsa-miR-92b-5p,,,,,,,,,
CALU,0.295,0.707,0.541,2,hsa-miR-320a,hsa-miR-92b-5p,,,,,,,,,
PIEZO1,0.0297,0.377,0.137,2,hsa-miR-4525,hsa-miR-92b-5p,,,,,,,,,
INVS,0.0178,0.317,0.105,2,hsa-miR-4648,hsa-miR-92b-5p,,,,,,,,,
